Stock Name,MarketDate,MarketPrice
Safaricom Ltd Ord 0.05,14-Oct-21,42.4500
British American Tobacco Kenya Ltd Ord 10.00,14-Oct-21,439.7500
British American Tobacco Kenya Ltd Ord 10.00,15-Oct-21,435.5000
Nairobi Securities Exchange,15-Oct-21,9.0000
Car and General (K) Ltd Ord 5.00,15-Oct-21,36.0000
Safaricom Ltd Ord 0.05,15-Oct-21,43.1000
British American Tobacco Kenya Ltd Ord 10.00,18-Oct-21,430.0000
Nairobi Securities Exchange,18-Oct-21,8.5400
Safaricom Ltd Ord 0.05,18-Oct-21,42.9000
Car and General (K) Ltd Ord 5.00,18-Oct-21,36.0000
Nairobi Securities Exchange,19-Oct-21,8.9400
Car and General (K) Ltd Ord 5.00,19-Oct-21,36.0000
Safaricom Ltd Ord 0.05,19-Oct-21,42.1500
British American Tobacco Kenya Ltd Ord 10.00,19-Oct-21,430.0000
Car and General (K) Ltd Ord 5.00,21-Oct-21,36.0000
Nairobi Securities Exchange,21-Oct-21,8.9400
British American Tobacco Kenya Ltd Ord 10.00,21-Oct-21,437.5000
Safaricom Ltd Ord 0.05,21-Oct-21,42.5000
Car and General (K) Ltd Ord 5.00,22-Oct-21,36.0000
British American Tobacco Kenya Ltd Ord 10.00,22-Oct-21,435.5000
Safaricom Ltd Ord 0.05,22-Oct-21,42.9500
Nairobi Securities Exchange,22-Oct-21,8.9800
Safaricom Ltd Ord 0.05,25-Oct-21,42.3500
British American Tobacco Kenya Ltd Ord 10.00,25-Oct-21,436.2500
Nairobi Securities Exchange,25-Oct-21,8.2200
Car and General (K) Ltd Ord 5.00,25-Oct-21,36.0000
Nairobi Securities Exchange,26-Oct-21,8.3200
Car and General (K) Ltd Ord 5.00,26-Oct-21,35.0000
Safaricom Ltd Ord 0.05,26-Oct-21,42.0500
British American Tobacco Kenya Ltd Ord 10.00,26-Oct-21,435.0000
Nairobi Securities Exchange,27-Oct-21,8.4600
Car and General (K) Ltd Ord 5.00,27-Oct-21,35.0000
Safaricom Ltd Ord 0.05,27-Oct-21,42.0000
British American Tobacco Kenya Ltd Ord 10.00,27-Oct-21,432.5000
Safaricom Ltd Ord 0.05,28-Oct-21,42.8500
Car and General (K) Ltd Ord 5.00,28-Oct-21,36.0000
Nairobi Securities Exchange,28-Oct-21,8.4800
British American Tobacco Kenya Ltd Ord 10.00,28-Oct-21,430.0000
Car and General (K) Ltd Ord 5.00,29-Oct-21,36.0000
British American Tobacco Kenya Ltd Ord 10.00,29-Oct-21,430.0000
Safaricom Ltd Ord 0.05,29-Oct-21,42.8000
Nairobi Securities Exchange,29-Oct-21,8.8000
Car and General (K) Ltd Ord 5.00,01-Nov-21,36.0000
Nairobi Securities Exchange,01-Nov-21,9.1800
British American Tobacco Kenya Ltd Ord 10.00,01-Nov-21,430.0000
Safaricom Ltd Ord 0.05,01-Nov-21,41.9500
Nairobi Securities Exchange,02-Nov-21,8.4800
British American Tobacco Kenya Ltd Ord 10.00,02-Nov-21,430.0000
Safaricom Ltd Ord 0.05,02-Nov-21,41.6500
Car and General (K) Ltd Ord 5.00,02-Nov-21,36.0000
Car and General (K) Ltd Ord 5.00,03-Nov-21,36.0000
Safaricom Ltd Ord 0.05,03-Nov-21,41.6000
British American Tobacco Kenya Ltd Ord 10.00,03-Nov-21,430.0000
Nairobi Securities Exchange,03-Nov-21,8.5400
British American Tobacco Kenya Ltd Ord 10.00,04-Nov-21,429.5000
Safaricom Ltd Ord 0.05,04-Nov-21,41.0500
Car and General (K) Ltd Ord 5.00,04-Nov-21,36.0000
Nairobi Securities Exchange,04-Nov-21,8.3800
Car and General (K) Ltd Ord 5.00,05-Nov-21,36.0000
Nairobi Securities Exchange,05-Nov-21,8.3200
British American Tobacco Kenya Ltd Ord 10.00,05-Nov-21,430.0000
Safaricom Ltd Ord 0.05,05-Nov-21,40.2000
Safaricom Ltd Ord 0.05,08-Nov-21,40.0500
British American Tobacco Kenya Ltd Ord 10.00,08-Nov-21,430.0000
Car and General (K) Ltd Ord 5.00,08-Nov-21,36.0000
Nairobi Securities Exchange,08-Nov-21,8.2000
British American Tobacco Kenya Ltd Ord 10.00,09-Nov-21,428.2500
Safaricom Ltd Ord 0.05,09-Nov-21,40.1000
Car and General (K) Ltd Ord 5.00,09-Nov-21,36.0000
Nairobi Securities Exchange,09-Nov-21,8.4000
British American Tobacco Kenya Ltd Ord 10.00,10-Nov-21,429.5000
Nairobi Securities Exchange,10-Nov-21,8.4200
Car and General (K) Ltd Ord 5.00,10-Nov-21,36.0000
Safaricom Ltd Ord 0.05,10-Nov-21,40.5000
Car and General (K) Ltd Ord 5.00,11-Nov-21,36.0000
Nairobi Securities Exchange,11-Nov-21,8.4400
Safaricom Ltd Ord 0.05,11-Nov-21,40.5000
British American Tobacco Kenya Ltd Ord 10.00,11-Nov-21,429.0000
Nairobi Securities Exchange,12-Nov-21,8.3800
British American Tobacco Kenya Ltd Ord 10.00,12-Nov-21,429.0000
Car and General (K) Ltd Ord 5.00,12-Nov-21,32.9500
Safaricom Ltd Ord 0.05,12-Nov-21,40.2000
Car and General (K) Ltd Ord 5.00,15-Nov-21,32.5000
Safaricom Ltd Ord 0.05,15-Nov-21,40.0500
British American Tobacco Kenya Ltd Ord 10.00,15-Nov-21,429.0000
Nairobi Securities Exchange,15-Nov-21,8.2400
Car and General (K) Ltd Ord 5.00,16-Nov-21,32.9000
British American Tobacco Kenya Ltd Ord 10.00,16-Nov-21,428.2500
Safaricom Ltd Ord 0.05,16-Nov-21,40.0500
Nairobi Securities Exchange,16-Nov-21,8.2400
Car and General (K) Ltd Ord 5.00,17-Nov-21,32.9000
Nairobi Securities Exchange,17-Nov-21,8.5000
British American Tobacco Kenya Ltd Ord 10.00,17-Nov-21,428.7500
Safaricom Ltd Ord 0.05,17-Nov-21,39.8500
Nairobi Securities Exchange,18-Nov-21,8.2200
Safaricom Ltd Ord 0.05,18-Nov-21,39.7000
British American Tobacco Kenya Ltd Ord 10.00,18-Nov-21,428.7500
Car and General (K) Ltd Ord 5.00,18-Nov-21,32.9000
Safaricom Ltd Ord 0.05,19-Nov-21,39.2500
British American Tobacco Kenya Ltd Ord 10.00,19-Nov-21,426.5000
Nairobi Securities Exchange,19-Nov-21,8.3200
Car and General (K) Ltd Ord 5.00,19-Nov-21,35.5000
British American Tobacco Kenya Ltd Ord 10.00,22-Nov-21,423.7500
Safaricom Ltd Ord 0.05,22-Nov-21,37.9500
Nairobi Securities Exchange,22-Nov-21,8.2000
Car and General (K) Ltd Ord 5.00,22-Nov-21,35.5000
Nairobi Securities Exchange,23-Nov-21,8.2400
Car and General (K) Ltd Ord 5.00,23-Nov-21,35.5000
Safaricom Ltd Ord 0.05,23-Nov-21,37.5500
British American Tobacco Kenya Ltd Ord 10.00,23-Nov-21,424.0000
British American Tobacco Kenya Ltd Ord 10.00,24-Nov-21,424.0000
Safaricom Ltd Ord 0.05,24-Nov-21,36.9500
Car and General (K) Ltd Ord 5.00,24-Nov-21,35.5000
Nairobi Securities Exchange,24-Nov-21,8.3000
Car and General (K) Ltd Ord 5.00,25-Nov-21,35.5000
British American Tobacco Kenya Ltd Ord 10.00,25-Nov-21,424.0000
Nairobi Securities Exchange,25-Nov-21,8.2800
Safaricom Ltd Ord 0.05,25-Nov-21,37.0000
Nairobi Securities Exchange,26-Nov-21,8.4200
British American Tobacco Kenya Ltd Ord 10.00,26-Nov-21,434.0000
Safaricom Ltd Ord 0.05,26-Nov-21,38.0000
Car and General (K) Ltd Ord 5.00,26-Nov-21,35.5000
Car and General (K) Ltd Ord 5.00,29-Nov-21,32.4500
British American Tobacco Kenya Ltd Ord 10.00,29-Nov-21,430.0000
Safaricom Ltd Ord 0.05,29-Nov-21,38.0500
Nairobi Securities Exchange,29-Nov-21,8.7000
Safaricom Ltd Ord 0.05,30-Nov-21,37.9500
Nairobi Securities Exchange,30-Nov-21,8.6400
Car and General (K) Ltd Ord 5.00,30-Nov-21,32.4500
British American Tobacco Kenya Ltd Ord 10.00,30-Nov-21,430.2500
Car and General (K) Ltd Ord 5.00,01-Dec-21,35.5000
Nairobi Securities Exchange,01-Dec-21,8.6600
Safaricom Ltd Ord 0.05,01-Dec-21,37.9000
British American Tobacco Kenya Ltd Ord 10.00,01-Dec-21,430.0000
Car and General (K) Ltd Ord 5.00,02-Dec-21,31.9500
Safaricom Ltd Ord 0.05,02-Dec-21,37.9000
British American Tobacco Kenya Ltd Ord 10.00,02-Dec-21,428.5000
Nairobi Securities Exchange,02-Dec-21,8.6800
Safaricom Ltd Ord 0.05,03-Dec-21,37.0500
Car and General (K) Ltd Ord 5.00,03-Dec-21,35.0000
Nairobi Securities Exchange,03-Dec-21,8.5800
British American Tobacco Kenya Ltd Ord 10.00,03-Dec-21,427.0000
Car and General (K) Ltd Ord 5.00,06-Dec-21,35.0000
Nairobi Securities Exchange,06-Dec-21,8.5800
Safaricom Ltd Ord 0.05,06-Dec-21,36.9500
British American Tobacco Kenya Ltd Ord 10.00,06-Dec-21,420.2500
Safaricom Ltd Ord 0.05,07-Dec-21,36.5000
Car and General (K) Ltd Ord 5.00,07-Dec-21,35.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Dec-21,421.5000
Nairobi Securities Exchange,07-Dec-21,8.5000
Car and General (K) Ltd Ord 5.00,08-Dec-21,35.0000
Nairobi Securities Exchange,08-Dec-21,8.5800
Safaricom Ltd Ord 0.05,08-Dec-21,36.6000
British American Tobacco Kenya Ltd Ord 10.00,08-Dec-21,421.5000
Safaricom Ltd Ord 0.05,09-Dec-21,36.9500
Car and General (K) Ltd Ord 5.00,09-Dec-21,31.5000
Nairobi Securities Exchange,09-Dec-21,8.5200
British American Tobacco Kenya Ltd Ord 10.00,09-Dec-21,430.0000
Nairobi Securities Exchange,10-Dec-21,8.4400
Safaricom Ltd Ord 0.05,10-Dec-21,37.8000
British American Tobacco Kenya Ltd Ord 10.00,10-Dec-21,430.0000
Car and General (K) Ltd Ord 5.00,10-Dec-21,34.0000
Car and General (K) Ltd Ord 5.00,14-Dec-21,34.0000
Nairobi Securities Exchange,14-Dec-21,8.5000
British American Tobacco Kenya Ltd Ord 10.00,14-Dec-21,427.5000
Safaricom Ltd Ord 0.05,14-Dec-21,37.7500
Safaricom Ltd Ord 0.05,15-Dec-21,37.7000
Car and General (K) Ltd Ord 5.00,15-Dec-21,34.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Dec-21,429.0000
Nairobi Securities Exchange,15-Dec-21,8.5800
Nairobi Securities Exchange,16-Dec-21,8.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Dec-21,429.0000
Car and General (K) Ltd Ord 5.00,16-Dec-21,34.0000
Safaricom Ltd Ord 0.05,16-Dec-21,37.7500
Nairobi Securities Exchange,17-Dec-21,8.5000
Safaricom Ltd Ord 0.05,17-Dec-21,37.9500
Car and General (K) Ltd Ord 5.00,17-Dec-21,34.0000
British American Tobacco Kenya Ltd Ord 10.00,17-Dec-21,435.0000
Safaricom Ltd Ord 0.05,20-Dec-21,38.0000
British American Tobacco Kenya Ltd Ord 10.00,20-Dec-21,435.0000
Car and General (K) Ltd Ord 5.00,20-Dec-21,34.0000
Nairobi Securities Exchange,20-Dec-21,8.4600
British American Tobacco Kenya Ltd Ord 10.00,21-Dec-21,435.0000
Safaricom Ltd Ord 0.05,21-Dec-21,38.0500
Nairobi Securities Exchange,21-Dec-21,8.3200
Car and General (K) Ltd Ord 5.00,21-Dec-21,33.9000
Safaricom Ltd Ord 0.05,22-Dec-21,38.6500
Car and General (K) Ltd Ord 5.00,22-Dec-21,33.9000
Nairobi Securities Exchange,22-Dec-21,8.3200
British American Tobacco Kenya Ltd Ord 10.00,22-Dec-21,436.0000
Nairobi Securities Exchange,23-Dec-21,8.4200
Car and General (K) Ltd Ord 5.00,23-Dec-21,33.9000
British American Tobacco Kenya Ltd Ord 10.00,23-Dec-21,440.0000
Safaricom Ltd Ord 0.05,23-Dec-21,39.9500
Car and General (K) Ltd Ord 5.00,24-Dec-21,33.9000
Safaricom Ltd Ord 0.05,24-Dec-21,40.0000
British American Tobacco Kenya Ltd Ord 10.00,24-Dec-21,440.0000
Nairobi Securities Exchange,24-Dec-21,8.4200
Nairobi Securities Exchange,28-Dec-21,8.3800
Car and General (K) Ltd Ord 5.00,28-Dec-21,33.9500
British American Tobacco Kenya Ltd Ord 10.00,28-Dec-21,435.0000
Safaricom Ltd Ord 0.05,28-Dec-21,39.3500
Safaricom Ltd Ord 0.05,29-Dec-21,38.7500
Car and General (K) Ltd Ord 5.00,29-Dec-21,31.0000
Nairobi Securities Exchange,29-Dec-21,8.3000
British American Tobacco Kenya Ltd Ord 10.00,29-Dec-21,441.5000
Car and General (K) Ltd Ord 5.00,30-Dec-21,33.9500
Nairobi Securities Exchange,30-Dec-21,8.2600
British American Tobacco Kenya Ltd Ord 10.00,30-Dec-21,441.5000
Safaricom Ltd Ord 0.05,30-Dec-21,37.6500
Car and General (K) Ltd Ord 5.00,31-Dec-21,33.9500
Nairobi Securities Exchange,31-Dec-21,8.0000
British American Tobacco Kenya Ltd Ord 10.00,31-Dec-21,441.5000
Safaricom Ltd Ord 0.05,31-Dec-21,37.9500
British American Tobacco Kenya Ltd Ord 10.00,03-Jan-22,440.0000
Car and General (K) Ltd Ord 5.00,03-Jan-22,33.9500
Nairobi Securities Exchange,03-Jan-22,8.0000
Safaricom Ltd Ord 0.05,03-Jan-22,38.1500
Car and General (K) Ltd Ord 5.00,04-Jan-22,33.9500
Nairobi Securities Exchange,04-Jan-22,8.0000
British American Tobacco Kenya Ltd Ord 10.00,04-Jan-22,440.0000
Safaricom Ltd Ord 0.05,04-Jan-22,39.0500
Safaricom Ltd Ord 0.05,05-Jan-22,39.5500
Car and General (K) Ltd Ord 5.00,05-Jan-22,30.6000
Nairobi Securities Exchange,05-Jan-22,8.1200
British American Tobacco Kenya Ltd Ord 10.00,05-Jan-22,442.0000
British American Tobacco Kenya Ltd Ord 10.00,06-Jan-22,442.0000
Car and General (K) Ltd Ord 5.00,06-Jan-22,33.7000
Nairobi Securities Exchange,06-Jan-22,8.2000
Safaricom Ltd Ord 0.05,06-Jan-22,40.0000
Safaricom Ltd Ord 0.05,07-Jan-22,39.9000
Nairobi Securities Exchange,07-Jan-22,8.1600
Car and General (K) Ltd Ord 5.00,07-Jan-22,37.0500
British American Tobacco Kenya Ltd Ord 10.00,07-Jan-22,442.0000
Car and General (K) Ltd Ord 5.00,10-Jan-22,40.7000
Nairobi Securities Exchange,10-Jan-22,8.1800
British American Tobacco Kenya Ltd Ord 10.00,10-Jan-22,442.0000
Safaricom Ltd Ord 0.05,10-Jan-22,38.5000
Nairobi Securities Exchange,11-Jan-22,8.2600
Safaricom Ltd Ord 0.05,11-Jan-22,38.4500
British American Tobacco Kenya Ltd Ord 10.00,11-Jan-22,445.0000
Car and General (K) Ltd Ord 5.00,11-Jan-22,44.7500
Car and General (K) Ltd Ord 5.00,12-Jan-22,49.2000
British American Tobacco Kenya Ltd Ord 10.00,12-Jan-22,440.5000
Nairobi Securities Exchange,12-Jan-22,8.2200
Safaricom Ltd Ord 0.05,12-Jan-22,38.0000
Car and General (K) Ltd Ord 5.00,13-Jan-22,54.0000
Safaricom Ltd Ord 0.05,13-Jan-22,37.9500
Nairobi Securities Exchange,13-Jan-22,8.3600
British American Tobacco Kenya Ltd Ord 10.00,13-Jan-22,440.0000
Car and General (K) Ltd Ord 5.00,14-Jan-22,58.0000
Nairobi Securities Exchange,14-Jan-22,8.3400
British American Tobacco Kenya Ltd Ord 10.00,14-Jan-22,439.2500
Safaricom Ltd Ord 0.05,14-Jan-22,37.8500
Car and General (K) Ltd Ord 5.00,17-Jan-22,63.2500
British American Tobacco Kenya Ltd Ord 10.00,17-Jan-22,439.2500
Safaricom Ltd Ord 0.05,17-Jan-22,37.6500
Nairobi Securities Exchange,17-Jan-22,8.0000
Nairobi Securities Exchange,18-Jan-22,8.2600
British American Tobacco Kenya Ltd Ord 10.00,18-Jan-22,437.5000
Car and General (K) Ltd Ord 5.00,18-Jan-22,69.5000
Safaricom Ltd Ord 0.05,18-Jan-22,37.5500
Safaricom Ltd Ord 0.05,19-Jan-22,37.0000
Nairobi Securities Exchange,19-Jan-22,8.2000
Car and General (K) Ltd Ord 5.00,19-Jan-22,72.7500
British American Tobacco Kenya Ltd Ord 10.00,19-Jan-22,450.0000
Nairobi Securities Exchange,20-Jan-22,8.3000
Safaricom Ltd Ord 0.05,20-Jan-22,37.5500
Car and General (K) Ltd Ord 5.00,20-Jan-22,70.2500
British American Tobacco Kenya Ltd Ord 10.00,20-Jan-22,442.7500
British American Tobacco Kenya Ltd Ord 10.00,21-Jan-22,448.0000
Nairobi Securities Exchange,21-Jan-22,8.3000
Car and General (K) Ltd Ord 5.00,21-Jan-22,68.5000
Safaricom Ltd Ord 0.05,21-Jan-22,37.4500
British American Tobacco Kenya Ltd Ord 10.00,24-Jan-22,439.2500
Safaricom Ltd Ord 0.05,24-Jan-22,37.3000
Nairobi Securities Exchange,24-Jan-22,8.3000
Car and General (K) Ltd Ord 5.00,24-Jan-22,66.7500
Car and General (K) Ltd Ord 5.00,25-Jan-22,60.2500
British American Tobacco Kenya Ltd Ord 10.00,25-Jan-22,448.0000
Nairobi Securities Exchange,25-Jan-22,8.2000
Safaricom Ltd Ord 0.05,25-Jan-22,36.5500
Safaricom Ltd Ord 0.05,26-Jan-22,35.9500
Car and General (K) Ltd Ord 5.00,26-Jan-22,54.2500
British American Tobacco Kenya Ltd Ord 10.00,26-Jan-22,447.2500
Nairobi Securities Exchange,26-Jan-22,8.2000
British American Tobacco Kenya Ltd Ord 10.00,27-Jan-22,446.0000
Safaricom Ltd Ord 0.05,27-Jan-22,35.9000
Nairobi Securities Exchange,27-Jan-22,8.0400
Car and General (K) Ltd Ord 5.00,27-Jan-22,50.5000
British American Tobacco Kenya Ltd Ord 10.00,28-Jan-22,448.0000
Safaricom Ltd Ord 0.05,28-Jan-22,36.2000
Nairobi Securities Exchange,28-Jan-22,8.0000
Car and General (K) Ltd Ord 5.00,28-Jan-22,54.0000
Nairobi Securities Exchange,31-Jan-22,7.9800
Safaricom Ltd Ord 0.05,31-Jan-22,36.9000
Car and General (K) Ltd Ord 5.00,31-Jan-22,59.2500
British American Tobacco Kenya Ltd Ord 10.00,31-Jan-22,468.0000
Nairobi Securities Exchange,01-Feb-22,7.9800
Car and General (K) Ltd Ord 5.00,01-Feb-22,54.0000
Safaricom Ltd Ord 0.05,01-Feb-22,37.5000
British American Tobacco Kenya Ltd Ord 10.00,01-Feb-22,448.0000
Car and General (K) Ltd Ord 5.00,02-Feb-22,59.2500
Nairobi Securities Exchange,02-Feb-22,8.0000
British American Tobacco Kenya Ltd Ord 10.00,02-Feb-22,448.0000
Safaricom Ltd Ord 0.05,02-Feb-22,37.6000
British American Tobacco Kenya Ltd Ord 10.00,03-Feb-22,450.7500
Car and General (K) Ltd Ord 5.00,03-Feb-22,62.2500
Nairobi Securities Exchange,03-Feb-22,8.0000
Safaricom Ltd Ord 0.05,03-Feb-22,37.8000
British American Tobacco Kenya Ltd Ord 10.00,04-Feb-22,450.7500
Car and General (K) Ltd Ord 5.00,04-Feb-22,57.0000
Nairobi Securities Exchange,04-Feb-22,8.0000
Safaricom Ltd Ord 0.05,04-Feb-22,38.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Feb-22,448.7500
Car and General (K) Ltd Ord 5.00,07-Feb-22,61.5000
Safaricom Ltd Ord 0.05,07-Feb-22,38.0500
Nairobi Securities Exchange,07-Feb-22,8.0000
Nairobi Securities Exchange,08-Feb-22,8.0000
British American Tobacco Kenya Ltd Ord 10.00,08-Feb-22,430.5000
Safaricom Ltd Ord 0.05,08-Feb-22,38.9000
Car and General (K) Ltd Ord 5.00,08-Feb-22,62.0000
Nairobi Securities Exchange,09-Feb-22,7.9200
Safaricom Ltd Ord 0.05,09-Feb-22,38.3000
British American Tobacco Kenya Ltd Ord 10.00,09-Feb-22,435.0000
Car and General (K) Ltd Ord 5.00,09-Feb-22,61.0000
Safaricom Ltd Ord 0.05,10-Feb-22,38.7000
Nairobi Securities Exchange,10-Feb-22,7.9400
British American Tobacco Kenya Ltd Ord 10.00,10-Feb-22,430.0000
Car and General (K) Ltd Ord 5.00,10-Feb-22,62.0000
Nairobi Securities Exchange,11-Feb-22,7.9800
British American Tobacco Kenya Ltd Ord 10.00,11-Feb-22,445.0000
Car and General (K) Ltd Ord 5.00,11-Feb-22,61.0000
Safaricom Ltd Ord 0.05,11-Feb-22,38.5000
Nairobi Securities Exchange,14-Feb-22,8.1000
Car and General (K) Ltd Ord 5.00,14-Feb-22,62.0000
Safaricom Ltd Ord 0.05,14-Feb-22,38.1000
British American Tobacco Kenya Ltd Ord 10.00,14-Feb-22,445.0000
Nairobi Securities Exchange,15-Feb-22,8.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Feb-22,447.2500
Safaricom Ltd Ord 0.05,15-Feb-22,37.3500
Car and General (K) Ltd Ord 5.00,15-Feb-22,62.0000
Safaricom Ltd Ord 0.05,16-Feb-22,37.6500
Car and General (K) Ltd Ord 5.00,16-Feb-22,63.0000
British American Tobacco Kenya Ltd Ord 10.00,16-Feb-22,468.0000
Nairobi Securities Exchange,16-Feb-22,8.0000
Safaricom Ltd Ord 0.05,17-Feb-22,37.9500
British American Tobacco Kenya Ltd Ord 10.00,17-Feb-22,468.0000
Car and General (K) Ltd Ord 5.00,17-Feb-22,63.2500
Nairobi Securities Exchange,17-Feb-22,7.9400
Nairobi Securities Exchange,18-Feb-22,7.9800
Car and General (K) Ltd Ord 5.00,18-Feb-22,66.0000
British American Tobacco Kenya Ltd Ord 10.00,18-Feb-22,490.7500
Safaricom Ltd Ord 0.05,18-Feb-22,37.9500
Nairobi Securities Exchange,21-Feb-22,8.3800
Car and General (K) Ltd Ord 5.00,21-Feb-22,65.7500
British American Tobacco Kenya Ltd Ord 10.00,21-Feb-22,509.0000
Safaricom Ltd Ord 0.05,21-Feb-22,37.9500
British American Tobacco Kenya Ltd Ord 10.00,22-Feb-22,503.0000
Safaricom Ltd Ord 0.05,22-Feb-22,37.8500
Nairobi Securities Exchange,22-Feb-22,8.4000
Car and General (K) Ltd Ord 5.00,22-Feb-22,66.2500
Safaricom Ltd Ord 0.05,23-Feb-22,36.6000
Nairobi Securities Exchange,23-Feb-22,8.0000
Car and General (K) Ltd Ord 5.00,23-Feb-22,64.2500
British American Tobacco Kenya Ltd Ord 10.00,23-Feb-22,491.2500
Safaricom Ltd Ord 0.05,24-Feb-22,34.5500
British American Tobacco Kenya Ltd Ord 10.00,24-Feb-22,496.0000
Car and General (K) Ltd Ord 5.00,24-Feb-22,64.5000
Nairobi Securities Exchange,24-Feb-22,7.9400
Car and General (K) Ltd Ord 5.00,25-Feb-22,64.0000
Nairobi Securities Exchange,25-Feb-22,7.8000
Safaricom Ltd Ord 0.05,25-Feb-22,35.6500
British American Tobacco Kenya Ltd Ord 10.00,25-Feb-22,497.5000
Car and General (K) Ltd Ord 5.00,28-Feb-22,64.0000
Safaricom Ltd Ord 0.05,28-Feb-22,35.9500
Nairobi Securities Exchange,28-Feb-22,7.7800
British American Tobacco Kenya Ltd Ord 10.00,28-Feb-22,489.7500
Safaricom Ltd Ord 0.05,01-Mar-22,36.1500
Car and General (K) Ltd Ord 5.00,01-Mar-22,59.0000
Nairobi Securities Exchange,01-Mar-22,7.7800
British American Tobacco Kenya Ltd Ord 10.00,01-Mar-22,494.0000
Nairobi Securities Exchange,02-Mar-22,7.8000
Safaricom Ltd Ord 0.05,02-Mar-22,37.0000
British American Tobacco Kenya Ltd Ord 10.00,02-Mar-22,481.5000
Car and General (K) Ltd Ord 5.00,02-Mar-22,57.2500
Car and General (K) Ltd Ord 5.00,03-Mar-22,52.0000
Nairobi Securities Exchange,03-Mar-22,7.7800
British American Tobacco Kenya Ltd Ord 10.00,03-Mar-22,490.2500
Safaricom Ltd Ord 0.05,03-Mar-22,37.5000
Car and General (K) Ltd Ord 5.00,04-Mar-22,52.2500
British American Tobacco Kenya Ltd Ord 10.00,04-Mar-22,490.5000
Nairobi Securities Exchange,04-Mar-22,7.7800
Safaricom Ltd Ord 0.05,04-Mar-22,37.5000
Car and General (K) Ltd Ord 5.00,07-Mar-22,57.0000
British American Tobacco Kenya Ltd Ord 10.00,07-Mar-22,491.0000
Safaricom Ltd Ord 0.05,07-Mar-22,36.7000
Nairobi Securities Exchange,07-Mar-22,7.7800
British American Tobacco Kenya Ltd Ord 10.00,08-Mar-22,495.0000
Safaricom Ltd Ord 0.05,08-Mar-22,36.0500
Car and General (K) Ltd Ord 5.00,08-Mar-22,57.5000
Nairobi Securities Exchange,08-Mar-22,7.7800
Nairobi Securities Exchange,09-Mar-22,7.7400
Safaricom Ltd Ord 0.05,09-Mar-22,35.1000
British American Tobacco Kenya Ltd Ord 10.00,09-Mar-22,494.7500
Car and General (K) Ltd Ord 5.00,09-Mar-22,60.2500
Safaricom Ltd Ord 0.05,10-Mar-22,35.0500
British American Tobacco Kenya Ltd Ord 10.00,10-Mar-22,493.2500
Nairobi Securities Exchange,10-Mar-22,7.6400
Car and General (K) Ltd Ord 5.00,10-Mar-22,56.5000
Nairobi Securities Exchange,11-Mar-22,7.6600
Safaricom Ltd Ord 0.05,11-Mar-22,35.5000
British American Tobacco Kenya Ltd Ord 10.00,11-Mar-22,491.0000
Car and General (K) Ltd Ord 5.00,11-Mar-22,61.2500
Nairobi Securities Exchange,14-Mar-22,7.6400
Car and General (K) Ltd Ord 5.00,14-Mar-22,62.5000
Safaricom Ltd Ord 0.05,14-Mar-22,35.5000
British American Tobacco Kenya Ltd Ord 10.00,14-Mar-22,491.0000
British American Tobacco Kenya Ltd Ord 10.00,15-Mar-22,489.2500
Nairobi Securities Exchange,15-Mar-22,7.4600
Safaricom Ltd Ord 0.05,15-Mar-22,35.6500
Car and General (K) Ltd Ord 5.00,15-Mar-22,66.5000
British American Tobacco Kenya Ltd Ord 10.00,16-Mar-22,490.0000
Nairobi Securities Exchange,16-Mar-22,7.0400
Car and General (K) Ltd Ord 5.00,16-Mar-22,68.5000
Safaricom Ltd Ord 0.05,16-Mar-22,35.4000
Nairobi Securities Exchange,17-Mar-22,7.0000
Safaricom Ltd Ord 0.05,17-Mar-22,34.9500
Car and General (K) Ltd Ord 5.00,17-Mar-22,66.5000
British American Tobacco Kenya Ltd Ord 10.00,17-Mar-22,487.5000
Safaricom Ltd Ord 0.05,18-Mar-22,34.5000
British American Tobacco Kenya Ltd Ord 10.00,18-Mar-22,490.2500
Car and General (K) Ltd Ord 5.00,18-Mar-22,73.0000
Nairobi Securities Exchange,18-Mar-22,7.1200
Car and General (K) Ltd Ord 5.00,21-Mar-22,70.0000
Safaricom Ltd Ord 0.05,21-Mar-22,35.5000
British American Tobacco Kenya Ltd Ord 10.00,21-Mar-22,490.0000
Nairobi Securities Exchange,21-Mar-22,7.5200
Car and General (K) Ltd Ord 5.00,22-Mar-22,76.0000
Nairobi Securities Exchange,22-Mar-22,7.5800
British American Tobacco Kenya Ltd Ord 10.00,22-Mar-22,487.0000
Safaricom Ltd Ord 0.05,22-Mar-22,36.1500
Nairobi Securities Exchange,23-Mar-22,7.5600
Safaricom Ltd Ord 0.05,23-Mar-22,35.9500
British American Tobacco Kenya Ltd Ord 10.00,23-Mar-22,490.0000
Car and General (K) Ltd Ord 5.00,23-Mar-22,76.0000
Nairobi Securities Exchange,24-Mar-22,7.6400
British American Tobacco Kenya Ltd Ord 10.00,24-Mar-22,490.0000
Safaricom Ltd Ord 0.05,24-Mar-22,35.5000
Car and General (K) Ltd Ord 5.00,24-Mar-22,75.0000
